month,hour,day_type,daylight_savings_status,non_shiftable_load,dhw_demand,cooling_demand,heating_demand,solar_generation,outdoor_dry_bulb_temperature,outdoor_relative_humidity,diffuse_solar_irradiance,direct_solar_irradiance,outdoor_dry_bulb_temperature_predicted_1,outdoor_dry_bulb_temperature_predicted_2,outdoor_dry_bulb_temperature_predicted_3,outdoor_relative_humidity_predicted_1,outdoor_relative_humidity_predicted_2,outdoor_relative_humidity_predicted_3,diffuse_solar_irradiance_predicted_1,diffuse_solar_irradiance_predicted_2,diffuse_solar_irradiance_predicted_3,direct_solar_irradiance_predicted_1,direct_solar_irradiance_predicted_2,direct_solar_irradiance_predicted_3,electricity_pricing,electricity_pricing_predicted_1,electricity_pricing_predicted_2,electricity_pricing_predicted_3,carbon_intensity
10,19,7,0,1.5493166,0,0,0,0.0,17.2,78,0,0,17.2,16.1,17.8,70,78,70,0,58,0,0,127,0,0.5,0.21,0.21,0.5,0.1633045
10,20,7,0,2.7076666,0,0,0,0.0,17.2,75,0,0,16.7,18.9,17.8,70,57,68,0,299,0,0,638,0,0.5,0.21,0.21,0.5,0.16403958
10,21,7,0,1.1517167,0,0,0,0.0,17.2,75,0,0,16.1,20.0,17.8,75,59,68,0,399,0,0,376,0,0.21,0.21,0.21,0.21,0.14926682
10,22,7,0,0.95051664,0,0,0,0.0,17.8,73,0,0,15.6,21.1,17.8,78,47,65,0,616,0,0,594,0,0.21,0.21,0.21,0.21,0.12910588
10,23,7,0,0.76028335,0,0,0,0.0,17.8,70,0,0,15.6,21.1,17.2,81,55,65,0,680,0,0,452,0,0.21,0.21,0.21,0.21,0.11802933
10,24,7,0,0.7328417,0,0,0,0.0,16.1,75,0,0,15.0,21.1,17.2,84,57,75,4,828,0,14,927,0,0.21,0.21,0.21,0.21,0.10869623
10,1,1,0,0.5015333,0,0,0,0.0,17.2,70,0,0,16.1,20.6,16.1,78,61,70,58,811,0,127,927,0,0.21,0.21,0.21,0.21,0.10691659
10,2,1,0,0.40378332,0,0,0,0.0,16.7,70,0,0,18.9,20.0,15.6,57,61,75,299,716,0,638,894,0,0.21,0.21,0.21,0.21,0.10481484
10,3,1,0,0.39695,0,0,0,0.0,16.1,75,0,0,20.0,20.0,14.4,59,59,81,399,575,0,376,857,0,0.21,0.21,0.21,0.21,0.105243914
10,4,1,0,0.39901668,0,0,0,0.0,15.6,78,0,0,21.1,19.4,14.4,47,61,75,616,382,0,594,771,0,0.21,0.21,0.5,0.21,0.10803252
10,5,1,0,0.39693335,0,0,0,0.0,15.6,81,0,0,21.1,18.3,13.9,55,65,78,680,170,0,452,584,0,0.21,0.21,0.5,0.21,0.12086298
10,6,1,0,0.40701666,0,0,0,0.0,15.0,84,4,14,21.1,17.8,14.4,57,68,72,828,31,2,927,124,3,0.21,0.21,0.5,0.21,0.14085461
10,7,1,0,0.45446667,0,0,0,15.954166,16.1,78,58,127,20.6,17.8,16.7,61,70,65,811,0,78,927,0,296,0.21,0.21,0.5,0.21,0.14917383
10,8,1,0,0.8278667,0,0,0,56.758335,18.9,57,299,638,20.0,17.8,18.9,61,68,57,716,0,278,894,0,622,0.21,0.21,0.5,0.21,0.15097325
10,9,1,0,0.5301833,0,0,0,171.06667,20.0,59,399,376,20.0,17.8,21.1,59,68,47,575,0,487,857,0,764,0.21,0.21,0.21,0.21,0.15498406
10,10,1,0,0.40946665,0,0,0,333.175,21.1,47,616,594,19.4,17.8,21.7,61,65,44,382,0,658,771,0,833,0.21,0.5,0.21,0.21,0.15770417
10,11,1,0,0.4169,0,0,0,466.03333,21.1,55,680,452,18.3,17.2,21.1,65,65,51,170,0,773,584,0,868,0.21,0.5,0.21,0.21,0.15575446
10,12,1,0,0.42565,0,0,0,550.225,21.1,57,828,927,17.8,17.2,22.2,68,75,51,31,0,820,124,0,879,0.21,0.5,0.21,0.21,0.15673919
10,13,1,0,0.42015,0,0,0,595.9083,20.6,61,811,927,17.8,16.1,22.2,70,70,57,0,0,797,0,0,870,0.21,0.5,0.21,0.21,0.16185239
10,14,1,0,0.40103334,0,0,0,590.975,20.0,61,716,894,17.8,15.6,22.2,68,75,50,0,0,711,0,0,849,0.21,0.5,0.21,0.21,0.16246521
10,15,1,0,0.36718333,0,0,0,529.73334,20.0,59,575,857,17.8,14.4,21.7,68,81,55,0,0,560,0,0,793,0.21,0.21,0.21,0.21,0.16431701
10,16,1,0,0.36565,0,0,0,410.19583,19.4,61,382,771,17.8,14.4,21.1,65,75,59,0,0,363,0,0,686,0.5,0.21,0.21,0.5,0.16799814
10,17,1,0,0.53003335,0,0,0,214.07083,18.3,65,170,584,17.2,13.9,20.6,65,78,63,0,0,152,0,0,462,0.5,0.21,0.21,0.5,0.17059371
10,18,1,0,1.4027166,0,0,0,8.091666,17.8,68,31,124,17.2,14.4,19.4,75,72,66,0,2,26,0,3,58,0.5,0.21,0.21,0.5,0.17263089
10,19,1,0,0.6634,0,0,0,0.0,17.8,70,0,0,16.1,16.7,20.0,70,65,66,0,78,0,0,296,0,0.5,0.21,0.21,0.5,0.17566171
10,20,1,0,1.2730833,0,0,0,0.0,17.8,68,0,0,15.6,18.9,18.9,75,57,70,0,278,0,0,622,0,0.5,0.21,0.21,0.5,0.1682738
10,21,1,0,1.1665666,0,0,0,0.0,17.8,68,0,0,14.4,21.1,18.9,81,47,65,0,487,0,0,764,0,0.21,0.21,0.21,0.21,0.14570957
10,22,1,0,1.9485333,0,0,0,0.0,17.8,65,0,0,14.4,21.7,18.3,75,44,70,0,658,0,0,833,0,0.21,0.21,0.21,0.21,0.12349455
10,23,1,0,1.3312,0,0,0,0.0,17.2,65,0,0,13.9,21.1,17.8,78,51,73,0,773,0,0,868,0,0.21,0.21,0.21,0.21,0.11663485
10,24,1,0,0.491625,0,0,0,0.0,17.2,75,0,0,14.4,22.2,19.4,72,51,73,2,820,0,3,879,0,0.21,0.21,0.21,0.21,0.09961852
10,1,2,0,0.49026668,0,0,0,0.0,16.1,70,0,0,16.7,22.2,16.7,65,57,75,78,797,0,296,870,0,0.21,0.21,0.21,0.21,0.09701104
10,2,2,0,0.49193335,0,0,0,0.0,15.6,75,0,0,18.9,22.2,16.1,57,50,78,278,711,0,622,849,0,0.21,0.21,0.21,0.21,0.097388044
10,3,2,0,0.48846668,0,0,0,0.0,14.4,81,0,0,21.1,21.7,16.1,47,55,75,487,560,0,764,793,0,0.21,0.21,0.21,0.21,0.0975603
10,4,2,0,0.48763335,0,0,0,0.0,14.4,75,0,0,21.7,21.1,16.1,44,59,72,658,363,0,833,686,0,0.21,0.21,0.5,0.21,0.10103455
10,5,2,0,0.48506665,0,0,0,0.0,13.9,78,0,0,21.1,20.6,13.9,51,63,81,773,152,0,868,462,0,0.21,0.21,0.5,0.21,0.115508996
10,6,2,0,0.5118167,0,0,0,0.0,14.4,72,2,3,22.2,19.4,15.6,51,66,67,820,26,3,879,58,5,0.21,0.21,0.5,0.21,0.13716538
10,7,2,0,0.95026666,0,0,0,10.820833,16.7,65,78,296,22.2,20.0,16.1,57,66,67,797,0,79,870,0,337,0.21,0.21,0.5,0.21,0.14337459
10,8,2,0,0.7492667,0,0,0,41.975,18.9,57,278,622,22.2,18.9,18.3,50,70,68,711,0,280,849,0,655,0.21,0.21,0.5,0.21,0.15262876
10,9,2,0,0.41071665,0,0,0,171.125,21.1,47,487,764,21.7,18.9,20.6,55,65,73,560,0,484,793,0,782,0.21,0.21,0.21,0.21,0.15835953
10,10,2,0,0.41053334,0,0,0,329.825,21.7,44,658,833,21.1,18.3,23.3,59,70,62,363,0,652,686,0,849,0.21,0.5,0.21,0.21,0.15759775
10,11,2,0,0.41718334,0,0,0,459.7875,21.1,51,773,868,20.6,17.8,25.0,63,73,54,152,0,765,462,0,881,0.21,0.5,0.21,0.21,0.15653242
10,12,2,0,0.42451668,0,0,0,543.55,22.2,51,820,879,19.4,19.4,26.1,66,73,42,26,0,818,58,0,898,0.21,0.5,0.21,0.21,0.15758952
10,13,2,0,0.41858333,0,0,0,582.32916,22.2,57,797,870,20.0,16.7,26.7,66,75,35,0,0,800,0,0,898,0.21,0.5,0.21,0.21,0.15858698
10,14,2,0,0.414,0,0,0,565.2708,22.2,50,711,849,18.9,16.1,25.6,70,78,45,0,0,707,0,0,868,0.21,0.5,0.21,0.21,0.15737094
10,15,2,0,0.37348333,0,0,0,503.34167,21.7,55,560,793,18.9,16.1,25.0,65,75,43,0,0,561,0,0,821,0.21,0.21,0.21,0.21,0.16039972
10,16,2,0,0.37651667,0,0,0,390.42084,21.1,59,363,686,18.3,16.1,22.8,70,72,62,0,0,362,0,0,714,0.5,0.21,0.21,0.5,0.16385156
10,17,2,0,0.7219833,0,0,0,194.29584,20.6,63,152,462,17.8,13.9,21.7,73,81,68,0,0,152,0,0,496,0.5,0.21,0.21,0.5,0.16833423
10,18,2,0,0.65178335,0,0,0,6.2625,19.4,66,26,58,19.4,15.6,21.1,73,67,66,0,3,24,0,5,68,0.5,0.21,0.21,0.5,0.16299182
10,19,2,0,0.8141,0,0,0,0.0,20.0,66,0,0,16.7,16.1,20.0,75,67,71,0,79,0,0,337,0,0.5,0.21,0.21,0.5,0.16398488
10,20,2,0,0.96288335,0,0,0,0.0,18.9,70,0,0,16.1,18.3,18.9,78,68,84,0,280,0,0,655,0,0.5,0.21,0.21,0.5,0.16341175
10,21,2,0,2.1146834,0,0,0,0.0,18.9,65,0,0,16.1,20.6,18.9,75,73,81,0,484,0,0,782,0,0.21,0.21,0.21,0.21,0.14970964
10,22,2,0,1.4151,0,0,0,0.0,18.3,70,0,0,16.1,23.3,18.9,72,62,78,0,652,0,0,849,0,0.21,0.21,0.21,0.21,0.12939653
10,23,2,0,1.4075167,0,0,0,0.0,17.8,73,0,0,13.9,25.0,19.4,81,54,73,0,765,0,0,881,0,0.21,0.21,0.21,0.21,0.12662494
10,24,2,0,1.8620083,0,0,0,0.0,19.4,73,0,0,15.6,26.1,18.3,67,42,87,3,818,0,5,898,0,0.21,0.21,0.21,0.21,0.12252556
10,1,3,0,0.49133334,0,0,0,0.0,16.7,75,0,0,16.1,26.7,18.9,67,35,76,79,800,0,337,898,0,0.21,0.21,0.21,0.21,0.11849389
10,2,3,0,0.49243334,0,0,0,0.0,16.1,78,0,0,18.3,25.6,18.3,68,45,78,280,707,0,655,868,0,0.21,0.21,0.21,0.21,0.11914409
10,3,3,0,0.4899,0,0,0,0.0,16.1,75,0,0,20.6,25.0,17.8,73,43,81,484,561,0,782,821,0,0.21,0.21,0.21,0.21,0.120099805
10,4,3,0,0.48893332,0,0,0,0.0,16.1,72,0,0,23.3,22.8,17.2,62,62,81,652,362,0,849,714,0,0.21,0.21,0.5,0.21,0.121645726
10,5,3,0,0.48675,0,0,0,0.0,13.9,81,0,0,25.0,21.7,17.2,54,68,81,765,152,0,881,496,0,0.21,0.21,0.5,0.21,0.1343454
10,6,3,0,0.52045,0,0,0,0.0,15.6,67,3,5,26.1,21.1,17.2,42,66,84,818,24,0,898,68,0,0.21,0.21,0.5,0.21,0.1549392
10,7,3,0,0.48726666,0,0,0,29.004168,16.1,67,79,337,26.7,20.0,18.3,35,71,78,800,0,37,898,0,5,0.21,0.21,0.5,0.21,0.1578222
10,8,3,0,0.9170333,0,0,0,77.55417,18.3,68,280,655,25.6,18.9,19.4,45,84,76,707,0,88,868,0,7,0.21,0.21,0.5,0.21,0.15593842
10,9,3,0,0.48628333,0,0,0,149.90416,20.6,73,484,782,25.0,18.9,20.0,43,81,73,561,0,212,821,0,6,0.21,0.21,0.21,0.21,0.16419846
10,10,3,0,0.40606666,0,0,0,295.04584,23.3,62,652,849,22.8,18.9,20.6,62,78,71,362,0,312,714,0,9,0.21,0.5,0.21,0.21,0.16983263
10,11,3,0,0.41671667,0,0,0,437.35834,25.0,54,765,881,21.7,19.4,21.7,68,73,66,152,0,558,496,0,328,0.21,0.5,0.21,0.21,0.17200464
10,12,3,0,0.42656666,0,0,0,552.20416,26.1,42,818,898,21.1,18.3,22.2,66,87,64,24,0,654,68,0,532,0.21,0.5,0.21,0.21,0.1770448
10,13,3,0,0.41963333,0,0,0,591.9083,26.7,35,800,898,20.0,18.9,21.7,71,76,68,0,0,632,0,0,496,0.21,0.5,0.21,0.21,0.18001579
10,14,3,0,0.5053167,0,0,0,572.7792,25.6,45,707,868,18.9,18.3,21.7,84,78,68,0,0,652,0,0,632,0.21,0.5,0.21,0.21,0.17986701
10,15,3,0,0.60616666,0,0,0,521.5417,25.0,43,561,821,18.9,17.8,21.1,81,81,71,0,0,523,0,0,680,0.21,0.21,0.21,0.21,0.18170244
10,16,3,0,0.6178667,0,0,0,402.3,22.8,62,362,714,18.9,17.2,20.6,78,81,73,0,0,331,0,0,560,0.5,0.21,0.21,0.5,0.18641946
10,17,3,0,0.60295,0,0,0,174.15416,21.7,68,152,496,19.4,17.2,19.4,73,81,78,0,0,127,0,0,307,0.5,0.21,0.21,0.5,0.18866736
10,18,3,0,0.78495,0,0,0,5.116667,21.1,66,24,68,18.3,17.2,18.9,87,84,84,0,0,12,0,0,3,0.5,0.21,0.21,0.5,0.18790877
10,19,3,0,0.69165,0,0,0,0.0,20.0,71,0,0,18.9,18.3,18.9,76,78,87,0,37,0,0,5,0,0.5,0.21,0.21,0.5,0.18732892
10,20,3,0,0.6914667,0,0,0,0.0,18.9,84,0,0,18.3,19.4,18.3,78,76,90,0,88,0,0,7,0,0.5,0.21,0.21,0.5,0.180905
10,21,3,0,1.13475,0,0,0,0.0,18.9,81,0,0,17.8,20.0,18.3,81,73,90,0,212,0,0,6,0,0.21,0.21,0.21,0.21,0.17103271
10,22,3,0,1.3275666,0,0,0,0.0,18.9,78,0,0,17.2,20.6,18.3,81,71,90,0,312,0,0,9,0,0.21,0.21,0.21,0.21,0.14305423
10,23,3,0,1.4094,0,0,0,0.0,19.4,73,0,0,17.2,21.7,18.3,81,66,87,0,558,0,0,328,0,0.21,0.21,0.21,0.21,0.1404892
10,24,3,0,1.7973917,0,0,0,0.0,18.3,87,0,0,17.2,22.2,17.8,84,64,93,0,654,0,0,532,0,0.21,0.21,0.21,0.21,0.13342054
10,1,4,0,0.94658333,0,0,0,0.0,18.9,76,0,0,18.3,21.7,18.3,78,68,84,37,632,0,5,496,0,0.21,0.21,0.21,0.21,0.11940727
10,2,4,0,0.48971668,0,0,0,0.0,18.3,78,0,0,19.4,21.7,18.3,76,68,84,88,652,0,7,632,0,0.21,0.21,0.21,0.21,0.114999466
10,3,4,0,0.49143332,0,0,0,0.0,17.8,81,0,0,20.0,21.1,17.8,73,71,87,212,523,0,6,680,0,0.21,0.21,0.21,0.21,0.11585135
10,4,4,0,0.49108332,0,0,0,0.0,17.2,81,0,0,20.6,20.6,17.8,71,73,87,312,331,0,9,560,0,0.21,0.21,0.5,0.21,0.12002695
10,5,4,0,0.49098334,0,0,0,0.0,17.2,81,0,0,21.7,19.4,17.2,66,78,90,558,127,0,328,307,0,0.21,0.21,0.5,0.21,0.12837736
10,6,4,0,0.6361833,0,0,0,0.0,17.2,84,0,0,22.2,18.9,16.7,64,84,93,654,12,0,532,3,0,0.21,0.21,0.5,0.21,0.15130593
10,7,4,0,1.02635,0,0,0,5.2375,18.3,78,37,5,21.7,18.9,17.8,68,87,90,632,0,52,496,0,97,0.21,0.21,0.5,0.21,0.16010518
10,8,4,0,0.60936666,0,0,0,37.466667,19.4,76,88,7,21.7,18.3,20.0,68,90,78,652,0,228,632,0,397,0.21,0.21,0.5,0.21,0.16645883
10,9,4,0,0.41123334,0,0,0,168.3375,20.0,73,212,6,21.1,18.3,21.1,71,90,73,523,0,418,680,0,547,0.21,0.21,0.21,0.21,0.17336576
10,10,4,0,0.40988332,0,0,0,332.125,20.6,71,312,9,20.6,18.3,21.1,73,90,73,331,0,607,560,0,672,0.21,0.5,0.21,0.21,0.18124655
10,11,4,0,0.41766667,0,0,0,468.65,21.7,66,558,328,19.4,18.3,21.7,78,87,73,127,0,719,307,0,715,0.21,0.5,0.21,0.21,0.18685819
10,12,4,0,0.41113332,0,0,0,559.55835,22.2,64,654,532,18.9,17.8,21.7,84,93,76,12,0,766,3,0,730,0.21,0.5,0.21,0.21,0.19301945
10,13,4,0,0.37061667,0,0,0,598.475,21.7,68,632,496,18.9,18.3,22.2,87,84,73,0,0,744,0,0,723,0.21,0.5,0.21,0.21,0.19848445
10,14,4,0,0.36745,0,0,0,591.75836,21.7,68,652,632,18.3,18.3,21.7,90,84,76,0,0,656,0,0,693,0.21,0.5,0.21,0.21,0.20304148
10,15,4,0,0.36856666,0,0,0,530.4,21.1,71,523,680,18.3,17.8,21.7,90,87,76,0,0,506,0,0,622,0.21,0.21,0.21,0.21,0.2033017
10,16,4,0,0.36363333,0,0,0,415.2625,20.6,73,331,560,18.3,17.8,20.0,90,87,84,0,0,300,0,0,459,0.5,0.21,0.21,0.5,0.20350954
10,17,4,0,1.4061,0,0,0,224.04167,19.4,78,127,307,18.3,17.2,19.4,87,90,90,0,0,97,0,0,98,0.5,0.21,0.21,0.5,0.19851093
10,18,4,0,0.784,0,0,0,3.2916667,18.9,84,12,3,17.8,16.7,17.8,93,93,97,0,0,12,0,0,0,0.5,0.21,0.21,0.5,0.19497351
10,19,4,0,1.8670167,0,0,0,0.0,18.9,87,0,0,18.3,17.8,18.3,84,90,93,0,52,0,0,97,0,0.5,0.21,0.21,0.5,0.19549434
10,20,4,0,1.63035,0,0,0,0.0,18.3,90,0,0,18.3,20.0,18.3,84,78,93,0,228,0,0,397,0,0.5,0.21,0.21,0.5,0.19121744
10,21,4,0,1.3936833,0,0,0,0.0,18.3,90,0,0,17.8,21.1,18.3,87,73,93,0,418,0,0,547,0,0.21,0.21,0.21,0.21,0.1813953
10,22,4,0,1.1570166,0,0,0,0.0,18.3,90,0,0,17.8,21.1,18.3,87,73,90,0,607,0,0,672,0,0.21,0.21,0.21,0.21,0.15316752
10,23,4,0,0.93521667,0,0,0,0.0,18.3,87,0,0,17.2,21.7,17.8,90,73,93,0,719,0,0,715,0,0.21,0.21,0.21,0.21,0.14376545
10,24,4,0,2.0762167,0,0,0,0.0,17.8,93,0,0,16.7,21.7,17.2,93,76,87,0,766,0,0,730,0,0.21,0.21,0.21,0.21,0.1294783
10,1,5,0,0.46698335,0,0,0,0.0,18.3,84,0,0,17.8,22.2,17.2,90,73,93,52,744,0,97,723,0,0.21,0.21,0.21,0.21,0.11914272
10,2,5,0,0.46718332,0,0,0,0.0,18.3,84,0,0,20.0,21.7,16.1,78,76,97,228,656,0,397,693,0,0.21,0.21,0.21,0.21,0.116125114
10,3,5,0,0.46913335,0,0,0,0.0,17.8,87,0,0,21.1,21.7,16.1,73,76,97,418,506,0,547,622,0,0.21,0.21,0.21,0.21,0.114340276
10,4,5,0,0.46771666,0,0,0,0.0,17.8,87,0,0,21.1,20.0,15.6,73,84,100,607,300,0,672,459,0,0.21,0.21,0.5,0.21,0.11029104
10,5,5,0,0.46875,0,0,0,0.0,17.2,90,0,0,21.7,19.4,13.9,73,90,100,719,97,0,715,98,0,0.21,0.21,0.5,0.21,0.1135723
10,6,5,0,0.49733335,0,0,0,0.0,16.7,93,0,0,21.7,17.8,15.6,76,97,100,766,12,1,730,0,0,0.21,0.21,0.5,0.21,0.119800724
10,7,5,0,0.5380167,0,0,0,8.45,17.8,90,52,97,22.2,18.3,15.6,73,93,100,744,0,28,723,0,1,0.21,0.21,0.5,0.21,0.121333025
10,8,5,0,0.47423333,0,0,0,49.745834,20.0,78,228,397,21.7,18.3,16.1,76,93,100,656,0,113,693,0,6,0.21,0.21,0.5,0.21,0.12668985
10,9,5,0,0.37938333,0,0,0,177.25417,21.1,73,418,547,21.7,18.3,18.3,76,93,90,506,0,462,622,0,688,0.21,0.21,0.21,0.21,0.14234932
10,10,5,0,0.6699333,0,0,0,331.01666,21.1,73,607,672,20.0,18.3,22.2,84,90,66,300,0,610,459,0,779,0.21,0.5,0.21,0.21,0.1529798
10,11,5,0,0.52215,0,0,0,442.00418,21.7,73,719,715,19.4,17.8,25.0,90,93,58,97,0,715,98,0,810,0.21,0.5,0.21,0.21,0.156161
10,12,5,0,0.39651668,0,0,0,526.025,21.7,76,766,730,17.8,17.2,21.7,97,87,71,12,0,777,0,0,866,0.21,0.5,0.21,0.21,0.15890104
10,13,5,0,0.39621666,0,0,0,545.20416,22.2,73,744,723,18.3,17.2,21.1,93,93,73,0,0,733,0,0,834,0.21,0.5,0.21,0.21,0.15896285
10,14,5,0,0.3938,0,0,0,494.33334,21.7,76,656,693,18.3,16.1,20.0,93,97,78,0,0,645,0,0,789,0.21,0.5,0.21,0.21,0.16064593
10,15,5,0,0.40208334,0,0,0,514.575,21.7,76,506,622,18.3,16.1,19.4,93,97,81,0,0,391,0,0,438,0.21,0.21,0.21,0.21,0.16325052
10,16,5,0,0.43236667,0,0,0,390.99167,20.0,84,300,459,18.3,15.6,18.3,90,100,87,0,0,258,0,0,259,0.5,0.21,0.21,0.5,0.16892049
10,17,5,0,1.6783,0,0,0,178.12917,19.4,90,97,98,17.8,13.9,17.2,93,100,93,0,0,50,0,0,1,0.5,0.21,0.21,0.5,0.16647197
10,18,5,0,1.7978583499999998,0,0,0,3.175,17.8,97,12,0,17.2,15.6,16.7,87,100,93,0,1,9,0,0,1,0.5,0.21,0.21,0.5,0.16013286
10,19,5,0,1.9174167,0,0,0,0.0,18.3,93,0,0,17.2,15.6,16.7,93,100,97,0,28,0,0,1,0,0.5,0.21,0.21,0.5,0.16062993
10,20,5,0,1.3804333,0,0,0,0.0,18.3,93,0,0,16.1,16.1,16.1,97,100,93,0,113,0,0,6,0,0.5,0.21,0.21,0.5,0.15077676
10,21,5,0,1.3193667,0,0,0,0.0,18.3,93,0,0,16.1,18.3,16.7,97,90,90,0,462,0,0,688,0,0.21,0.21,0.21,0.21,0.14344701
10,22,5,0,1.4185667,0,0,0,0.0,18.3,90,0,0,15.6,22.2,16.7,100,66,90,0,610,0,0,779,0,0.21,0.21,0.21,0.21,0.12831411
10,23,5,0,1.6693333,0,0,0,0.0,17.8,93,0,0,13.9,25.0,16.7,100,58,90,0,715,0,0,810,0,0.21,0.21,0.21,0.21,0.121776246
10,24,5,0,2.5219083,0,0,0,0.0,17.2,87,0,0,15.6,21.7,17.8,100,71,87,1,777,0,0,866,0,0.21,0.21,0.21,0.21,0.119126715
10,1,6,0,0.48933333,0,0,0,0.0,17.2,93,0,0,15.6,21.1,16.7,100,73,90,28,733,0,1,834,0,0.21,0.21,0.21,0.21,0.11363937
10,2,6,0,0.47498333,0,0,0,0.0,16.1,97,0,0,16.1,20.0,17.2,100,78,87,113,645,0,6,789,0,0.21,0.21,0.21,0.21,0.110507235
10,3,6,0,0.46913335,0,0,0,0.0,16.1,97,0,0,18.3,19.4,17.2,90,81,87,462,391,0,688,438,0,0.21,0.21,0.21,0.21,0.106299184
10,4,6,0,0.468,0,0,0,0.0,15.6,100,0,0,22.2,18.3,17.2,66,87,87,610,258,0,779,259,0,0.21,0.21,0.5,0.21,0.105724454
10,5,6,0,0.46641666,0,0,0,0.0,13.9,100,0,0,25.0,17.2,17.2,58,93,87,715,50,0,810,1,0,0.21,0.21,0.5,0.21,0.10667647
10,6,6,0,1.9086167,0,0,0,0.0,15.6,100,1,0,21.7,16.7,17.2,71,93,87,777,9,0,866,1,0,0.21,0.21,0.5,0.21,0.118454024
10,7,6,0,1.4517666,0,0,0,11.129167,15.6,100,28,1,21.1,16.7,17.2,73,97,87,733,0,51,834,0,0,0.21,0.21,0.5,0.21,0.12119982
10,8,6,0,0.47091666,0,0,0,41.733334,16.1,100,113,6,20.0,16.1,18.3,78,93,78,645,0,102,789,0,1,0.21,0.21,0.5,0.21,0.124782965
10,9,6,0,2.6635334,0,0,0,162.00833,18.3,90,462,688,19.4,16.7,19.4,81,90,73,391,0,396,438,0,389,0.21,0.21,0.21,0.21,0.12977451
10,10,6,0,0.81338334,0,0,0,317.1,22.2,66,610,779,18.3,16.7,22.2,87,90,64,258,0,560,259,0,546,0.21,0.5,0.21,0.21,0.13911399
10,11,6,0,0.5732167,0,0,0,444.49582,25.0,58,715,810,17.2,16.7,21.1,93,90,68,50,0,682,1,0,611,0.21,0.5,0.21,0.21,0.15174007
10,12,6,0,0.5150833,0,0,0,534.475,21.7,71,777,866,16.7,17.8,20.6,93,87,71,9,0,725,1,0,623,0.21,0.5,0.21,0.21,0.15832816
10,13,6,0,0.88481665,0,0,0,576.0,21.1,73,733,834,16.7,16.7,20.6,97,90,71,0,0,660,0,0,536,0.21,0.5,0.21,0.21,0.16638887
10,14,6,0,2.3420167,0,0,0,569.5833,20.0,78,645,789,16.1,17.2,20.0,93,87,73,0,0,603,0,0,558,0.21,0.5,0.21,0.21,0.16401806
10,15,6,0,2.4545778,0,0,0,514.8417,19.4,81,391,438,16.7,17.2,20.0,90,87,76,0,0,426,0,0,395,0.21,0.21,0.21,0.21,0.16802824
10,16,6,0,2.5671389,0,0,0,401.2625,18.3,87,258,259,16.7,17.2,18.9,90,87,81,0,0,229,0,0,137,0.5,0.21,0.21,0.5,0.18032652
10,17,6,0,2.6797,0,0,0,210.35,17.2,93,50,1,16.7,17.2,17.8,90,87,87,0,0,88,0,0,57,0.5,0.21,0.21,0.5,0.18971884
10,18,6,0,2.03645,0,0,0,1.1,16.7,93,9,1,17.8,17.2,17.8,87,87,87,0,0,8,0,0,0,0.5,0.21,0.21,0.5,0.19024879
10,19,6,0,1.6417667,0,0,0,0.0,16.7,97,0,0,16.7,17.2,18.3,90,87,84,0,51,0,0,0,0,0.5,0.21,0.21,0.5,0.1925749
10,20,6,0,2.5241168,0,0,0,0.0,16.1,93,0,0,17.2,18.3,18.3,87,78,87,0,102,0,0,1,0,0.5,0.21,0.21,0.5,0.18658547
10,21,6,0,1.6755834,0,0,0,0.0,16.7,90,0,0,17.2,19.4,18.3,87,73,87,0,396,0,0,389,0,0.21,0.21,0.21,0.21,0.1745415
10,22,6,0,2.3255,0,0,0,0.0,16.7,90,0,0,17.2,22.2,17.8,87,64,87,0,560,0,0,546,0,0.21,0.21,0.21,0.21,0.17098498
10,23,6,0,1.5520749999999999,0,0,0,0.0,16.7,90,0,0,17.2,21.1,17.8,87,68,87,0,682,0,0,611,0,0.21,0.21,0.21,0.21,0.16429606
10,24,6,0,0.77865,0,0,0,0.0,17.8,87,0,0,17.2,20.6,17.2,87,71,87,0,725,0,0,623,0,0.21,0.21,0.21,0.21,0.15337913
10,1,7,0,0.4656,0,0,0,0.0,16.7,90,0,0,17.2,20.6,17.2,87,71,90,51,660,0,0,536,0,0.21,0.21,0.21,0.21,0.1434292
10,2,7,0,0.46831667,0,0,0,0.0,17.2,87,0,0,18.3,20.0,17.2,78,73,87,102,603,0,1,558,0,0.21,0.21,0.21,0.21,0.13676712
10,3,7,0,0.46848333,0,0,0,0.0,17.2,87,0,0,19.4,20.0,17.2,73,76,87,396,426,0,389,395,0,0.21,0.21,0.21,0.21,0.13258915
10,4,7,0,0.46925,0,0,0,0.0,17.2,87,0,0,22.2,18.9,17.2,64,81,87,560,229,0,546,137,0,0.21,0.21,0.5,0.21,0.13558426
10,5,7,0,0.46585,0,0,0,0.0,17.2,87,0,0,21.1,17.8,17.2,68,87,87,682,88,0,611,57,0,0.21,0.21,0.5,0.21,0.14374919
10,6,7,0,0.46865,0,0,0,0.0,17.2,87,0,0,20.6,17.8,17.2,71,87,87,725,8,1,623,0,0,0.21,0.21,0.5,0.21,0.1647422
10,7,7,0,0.4553,0,0,0,8.0125,17.2,87,51,0,20.6,18.3,17.2,71,84,84,660,0,25,536,0,13,0.21,0.21,0.5,0.21,0.16617179
10,8,7,0,0.47488335,0,0,0,39.654167,18.3,78,102,1,20.0,18.3,17.8,73,87,81,603,0,111,558,0,6,0.21,0.21,0.5,0.21,0.17179433
