non_shiftable_load,outdoor_dry_bulb_temperature_predicted_1,outdoor_dry_bulb_temperature_predicted_2,outdoor_dry_bulb_temperature_predicted_3,outdoor_relative_humidity_predicted_1,outdoor_relative_humidity_predicted_2,outdoor_relative_humidity_predicted_3,diffuse_solar_irradiance_predicted_1,diffuse_solar_irradiance_predicted_2,diffuse_solar_irradiance_predicted_3,direct_solar_irradiance_predicted_1,direct_solar_irradiance_predicted_2,direct_solar_irradiance_predicted_3,electricity_pricing_predicted_1,electricity_pricing_predicted_2,electricity_pricing_predicted_3,hour,day_type,electricity_pricing,outdoor_dry_bulb_temperature,solar_generation,carbon_intensity,outdoor_relative_humidity,diffuse_solar_irradiance,direct_solar_irradiance,month
0.4006,24.4,18.3,17.2,39,73,56,497,0,140,772,0,490,0.21,0.5,0.21,8,5,0.21,18.9,93.833336,0.14970662,47,158,556,11
0.34696665,23.9,19.4,20.6,42,73,42,383,0,337,761,0,665,0.21,0.21,0.21,9,5,0.21,21.7,250.08333,0.15052277,40,341,744,11
0.30593333,22.2,18.3,22.2,55,70,40,204,0,498,615,0,864,0.5,0.21,0.21,10,5,0.21,25.0,379.47083,0.1501486,31,500,837,11
0.28415,20.0,17.8,23.9,68,68,39,46,0,584,222,0,870,0.5,0.21,0.21,11,5,0.21,27.2,464.79584,0.14379036,25,610,884,11
0.66535,19.4,16.7,21.7,63,100,64,0,0,636,0,0,901,0.5,0.21,0.21,12,5,0.21,27.8,498.64166,0.14276993,36,643,884,11
0.68405,19.4,16.7,21.7,66,65,59,0,0,620,0,0,906,0.5,0.21,0.21,13,5,0.21,26.7,482.1625,0.14161907,34,583,803,11
0.5190333,18.3,16.7,21.7,73,58,59,0,0,503,0,0,821,0.5,0.21,0.21,14,5,0.21,24.4,413.4625,0.14011133,39,497,772,11
1.8287667,19.4,15.0,20.6,73,67,73,0,0,365,0,0,719,0.21,0.21,0.21,15,5,0.21,23.9,284.5125,0.14362495,42,383,761,11
1.4061333,18.3,15.6,20.0,70,62,66,0,0,192,0,0,556,0.21,0.21,0.5,16,5,0.5,22.2,59.208332,0.15399157,55,204,615,11
2.3872,17.8,15.0,18.3,68,65,84,0,0,48,0,0,166,0.21,0.21,0.5,17,5,0.5,20.0,0.0,0.16727981,68,46,222,11
1.4385,16.7,15.0,17.2,100,62,97,0,0,0,0,0,0,0.21,0.21,0.5,18,5,0.5,19.4,0.0,0.174109,63,0,0,11
1.3768667,16.7,14.4,16.7,65,65,100,0,29,0,0,119,0,0.21,0.21,0.5,19,5,0.5,19.4,0.0,0.16433491,66,0,0,11
0.5768667,16.7,17.2,17.2,58,56,97,0,140,0,0,490,0,0.21,0.21,0.5,20,5,0.5,18.3,0.0,0.16127902,73,0,0,11
0.6663333,15.0,20.6,16.7,67,42,100,0,337,0,0,665,0,0.21,0.21,0.21,21,5,0.21,19.4,0.0,0.1514446,73,0,0,11
0.7144667,15.6,22.2,16.7,62,40,100,0,498,0,0,864,0,0.21,0.21,0.21,22,5,0.21,18.3,0.0,0.13660894,70,0,0,11
0.9479333,15.0,23.9,16.7,65,39,100,0,584,0,0,870,0,0.21,0.21,0.21,23,5,0.21,17.8,0.0,0.12256858,68,0,0,11
0.48875833,15.0,21.7,16.7,62,64,87,0,636,0,0,901,0,0.21,0.21,0.21,24,5,0.21,16.7,0.0,0.11964177,100,0,0,11
0.4039,14.4,21.7,16.7,65,59,97,29,620,0,119,906,0,0.21,0.21,0.21,1,6,0.21,16.7,0.0,0.11805652,65,0,0,11
0.36701667,17.2,21.7,16.1,56,59,97,140,503,0,490,821,0,0.21,0.21,0.21,2,6,0.21,16.7,0.0,0.11332279,58,0,0,11
0.37121665,20.6,20.6,15.6,42,73,100,337,365,0,665,719,0,0.21,0.21,0.21,3,6,0.21,15.0,0.0,0.11623049,67,0,0,11
0.40178335,22.2,20.0,16.1,40,66,90,498,192,0,864,556,0,0.21,0.5,0.21,4,6,0.21,15.6,0.0,0.119678065,62,0,0,11
0.40175,23.9,18.3,16.1,39,84,90,584,48,0,870,166,0,0.21,0.5,0.21,5,6,0.21,15.0,0.0,0.12135962,65,0,0,11
0.37898332,21.7,17.2,16.1,64,97,87,636,0,0,901,0,0,0.21,0.5,0.21,6,6,0.21,15.0,0.0,0.122921646,62,0,0,11
0.408,21.7,16.7,16.1,59,100,87,620,0,16,906,0,0,0.21,0.5,0.21,7,6,0.21,14.4,47.575,0.13096662,65,29,119,11
0.43576667,21.7,17.2,16.7,59,97,84,503,0,50,821,0,3,0.21,0.5,0.21,8,6,0.21,17.2,126.09583,0.13962898,56,140,490,11
0.5489,20.6,16.7,17.2,73,100,78,365,0,130,719,0,1,0.21,0.21,0.21,9,6,0.21,20.6,178.24167,0.14943588,42,337,665,11
0.5549333,20.0,16.7,17.2,66,100,78,192,0,185,556,0,5,0.5,0.21,0.21,10,6,0.21,22.2,281.05,0.14098036,40,498,864,11
0.74813336,18.3,16.7,17.8,84,100,78,48,0,297,166,0,7,0.5,0.21,0.21,11,6,0.21,23.9,278.33334,0.13904797,39,584,870,11
0.82235,17.2,16.7,18.3,97,87,73,0,0,290,0,0,0,0.5,0.21,0.21,12,6,0.21,21.7,352.51666,0.13684079,64,636,901,11
1.558,16.7,16.7,18.3,100,97,73,0,0,226,0,0,3,0.5,0.21,0.21,13,6,0.21,21.7,412.36667,0.13541111,59,620,906,11
1.6857667,17.2,16.1,18.3,97,97,76,0,0,352,0,0,150,0.5,0.21,0.21,14,6,0.21,21.7,247.95,0.13735183,59,503,821,11
1.2041833,16.7,15.6,17.8,100,100,78,0,0,157,0,0,15,0.21,0.21,0.21,15,6,0.21,20.6,139.1125,0.14158484,73,365,719,11
0.6461833,16.7,16.1,17.2,100,90,84,0,0,125,0,0,134,0.21,0.21,0.5,16,6,0.5,20.0,22.066668,0.15982682,66,192,556,11
0.7069167,16.7,16.1,17.2,100,90,84,0,0,24,0,0,1,0.21,0.21,0.5,17,6,0.5,18.3,0.0,0.17833935,84,48,166,11
0.25251666,16.7,16.1,17.2,87,87,81,0,0,0,0,0,0,0.21,0.21,0.5,18,6,0.5,17.2,0.0,0.17580928,97,0,0,11
0.25801668,16.7,16.1,17.2,97,87,87,0,16,0,0,0,0,0.21,0.21,0.5,19,6,0.5,16.7,0.0,0.17246518,100,0,0,11
0.2675,16.1,16.7,17.2,97,84,90,0,50,0,0,3,0,0.21,0.21,0.5,20,6,0.5,17.2,0.0,0.16827534,97,0,0,11
0.28211668,15.6,17.2,17.2,100,78,93,0,130,0,0,1,0,0.21,0.21,0.21,21,6,0.21,16.7,0.0,0.15507393,100,0,0,11
0.74118334,16.1,17.2,17.2,90,78,97,0,185,0,0,5,0,0.21,0.21,0.21,22,6,0.21,16.7,0.0,0.1368849,100,0,0,11
0.7068667,16.1,17.8,17.2,90,78,93,0,297,0,0,7,0,0.21,0.21,0.21,23,6,0.21,16.7,0.0,0.11106942,100,0,0,11
2.5918918,16.1,18.3,15.6,87,73,38,0,290,0,0,0,0,0.21,0.21,0.21,24,6,0.21,16.7,0.0,0.11590868,87,0,0,11
0.36246666,16.1,18.3,17.2,87,73,78,16,226,0,0,3,0,0.21,0.21,0.21,1,7,0.21,16.7,0.0,0.10885843,97,0,0,11
0.36256668,16.7,18.3,16.7,84,76,93,50,352,0,3,150,0,0.21,0.21,0.21,2,7,0.21,16.1,0.0,0.10998021,97,0,0,11
0.36078334,17.2,17.8,16.1,78,78,84,130,157,0,1,15,0,0.21,0.21,0.21,3,7,0.21,15.6,0.0,0.116965495,100,0,0,11
0.36016667,17.2,17.2,15.6,78,84,84,185,125,0,5,134,0,0.21,0.5,0.21,4,7,0.21,16.1,0.0,0.115076944,90,0,0,11
0.36046666,17.8,17.2,16.1,78,84,58,297,24,0,7,1,0,0.21,0.5,0.21,5,7,0.21,16.1,0.0,0.12673989,90,0,0,11
0.35316667,18.3,17.2,15.6,73,81,52,290,0,0,0,0,0,0.21,0.5,0.21,6,7,0.21,16.1,0.0,0.15314075,87,0,0,11
0.36513335,18.3,17.2,15.6,73,87,50,226,0,27,3,0,123,0.21,0.5,0.21,7,7,0.21,16.1,18.3125,0.17042628,87,16,0,11
0.36225,18.3,17.2,17.2,76,90,45,352,0,147,150,0,566,0.21,0.5,0.21,8,7,0.21,16.7,88.85,0.17697524,84,50,3,11
0.42898333,17.8,17.2,18.3,78,93,40,157,0,337,15,0,783,0.21,0.21,0.21,9,7,0.21,17.2,244.09584,0.17301738,78,130,1,11
0.8501,17.2,17.2,20.6,84,97,35,125,0,494,134,0,865,0.5,0.21,0.21,10,7,0.21,17.2,376.475,0.18139008,78,185,5,11
0.86523336,17.2,17.2,21.1,84,93,32,24,0,598,1,0,904,0.5,0.21,0.21,11,7,0.21,17.8,464.14584,0.18674044,78,297,7,11
1.5829,17.2,15.6,19.4,81,38,49,0,0,639,0,0,915,0.5,0.21,0.21,12,7,0.21,18.3,500.3125,0.18727346,73,290,0,11
1.4261167,17.2,17.2,18.9,87,78,59,0,0,613,0,0,905,0.5,0.21,0.21,13,7,0.21,18.3,490.49167,0.18437637,73,226,3,11
1.6966166,17.2,16.7,18.3,90,93,63,0,0,525,0,0,873,0.5,0.21,0.21,14,7,0.21,18.3,422.50833,0.18605097,76,352,150,11
1.0753666,17.2,16.1,18.3,93,84,61,0,0,382,0,0,807,0.21,0.21,0.21,15,7,0.21,17.8,284.5125,0.18367636,78,157,15,11
0.54903334,17.2,15.6,17.8,97,84,70,0,0,202,0,0,655,0.21,0.21,0.5,16,7,0.5,17.2,52.529167,0.18564837,84,125,134,11
2.4048166,17.2,16.1,17.2,93,58,78,0,0,46,0,0,253,0.21,0.21,0.5,17,7,0.5,17.2,0.0,0.19665505,84,24,1,11
0.8573,15.6,15.6,17.2,38,52,43,0,0,0,0,0,0,0.21,0.21,0.5,18,7,0.5,17.2,0.0,0.19821139,81,0,0,11
1.0642166,17.2,15.6,16.7,78,50,45,0,27,0,0,123,0,0.21,0.21,0.5,19,7,0.5,17.2,0.0,0.19588026,87,0,0,11
1.1768334,16.7,17.2,16.1,93,45,41,0,147,0,0,566,0,0.21,0.21,0.5,20,7,0.5,17.2,0.0,0.19079253,90,0,0,11
0.89015,16.1,18.3,17.2,84,40,34,0,337,0,0,783,0,0.21,0.21,0.21,21,7,0.21,17.2,0.0,0.17761107,93,0,0,11
0.7299,15.6,20.6,14.4,84,35,42,0,494,0,0,865,0,0.21,0.21,0.21,22,7,0.21,17.2,0.0,0.16020305,97,0,0,11
2.5435,16.1,21.1,15.6,58,32,38,0,598,0,0,904,0,0.21,0.21,0.21,23,7,0.21,17.2,0.0,0.13658783,93,0,0,11
2.1112084,15.6,19.4,13.9,52,49,60,0,639,0,0,915,0,0.21,0.21,0.21,24,7,0.21,15.6,0.0,0.13183641,38,0,0,11
0.3824,15.6,18.9,13.3,50,59,39,27,613,0,123,905,0,0.21,0.21,0.21,1,1,0.21,17.2,0.0,0.13009399,78,0,0,11
0.3761,17.2,18.3,13.3,45,63,57,147,525,0,566,873,0,0.21,0.21,0.21,2,1,0.21,16.7,0.0,0.13142052,93,0,0,11
0.37615,18.3,18.3,11.7,40,61,66,337,382,0,783,807,0,0.21,0.21,0.21,3,1,0.21,16.1,0.0,0.1293861,84,0,0,11
0.37388334,20.6,17.8,12.2,35,70,69,494,202,0,865,655,0,0.21,0.5,0.21,4,1,0.21,15.6,0.0,0.13475706,84,0,0,11
0.37246665,21.1,17.2,11.7,32,78,57,598,46,0,904,253,0,0.21,0.5,0.21,5,1,0.21,16.1,0.0,0.1442224,58,0,0,11
0.796,19.4,17.2,10.6,49,43,69,639,0,0,915,0,0,0.21,0.5,0.21,6,1,0.21,15.6,0.0,0.16560657,52,0,0,11
0.7706,18.9,16.7,10.6,59,45,69,613,0,17,905,0,8,0.21,0.5,0.21,7,1,0.21,15.6,18.1375,0.17826006,50,27,123,11
0.5320167,18.3,16.1,13.3,63,41,57,525,0,113,873,0,239,0.21,0.5,0.21,8,1,0.21,17.2,86.566666,0.18370008,45,147,566,11
0.64998335,18.3,17.2,17.2,61,34,40,382,0,285,807,0,483,0.21,0.21,0.21,9,1,0.21,18.3,237.85,0.18622063,40,337,783,11
1.6055334,17.8,14.4,18.3,70,42,34,202,0,443,655,0,610,0.5,0.21,0.21,10,1,0.21,20.6,367.2,0.1832435,35,494,865,11
0.40646666,17.2,15.6,19.4,78,38,37,46,0,550,253,0,670,0.5,0.21,0.21,11,1,0.21,21.1,451.5375,0.18116808,32,598,904,11
2.3189666,17.2,13.9,20.0,43,60,38,0,0,558,0,0,634,0.5,0.21,0.21,12,1,0.21,19.4,488.28333,0.17727332,49,639,915,11
1.6291833,16.7,13.3,20.6,45,39,38,0,0,544,0,0,625,0.5,0.21,0.21,13,1,0.21,18.9,476.45834,0.17917924,59,613,905,11
1.5853167,16.1,13.3,20.0,41,57,39,0,0,476,0,0,626,0.5,0.21,0.21,14,1,0.21,18.3,412.725,0.17625508,63,525,873,11
2.6275167,17.2,11.7,19.4,34,66,40,0,0,328,0,0,516,0.21,0.21,0.21,15,1,0.21,18.3,284.82916,0.17894952,61,382,807,11
0.5826833,14.4,12.2,18.3,42,69,43,0,0,159,0,0,322,0.21,0.21,0.5,16,1,0.5,17.8,57.570835,0.1850017,70,202,655,11
1.9681166,15.6,11.7,17.2,38,57,56,0,0,33,0,0,35,0.21,0.21,0.5,17,1,0.5,17.2,0.0,0.1938592,78,46,253,11
0.77085,13.9,10.6,16.7,60,69,67,0,0,0,0,0,0,0.21,0.21,0.5,18,1,0.5,17.2,0.0,0.19227715,43,0,0,11
2.6281834,13.3,10.6,16.7,39,69,73,0,17,0,0,8,0,0.21,0.21,0.5,19,1,0.5,16.7,0.0,0.18870357,45,0,0,11
1.8624667,13.3,13.3,16.1,57,57,63,0,113,0,0,239,0,0.21,0.21,0.5,20,1,0.5,16.1,0.0,0.18000558,41,0,0,11
1.24155,11.7,17.2,16.1,66,40,56,0,285,0,0,483,0,0.21,0.21,0.21,21,1,0.21,17.2,0.0,0.1728758,34,0,0,11
0.88025,12.2,18.3,15.0,69,34,67,0,443,0,0,610,0,0.21,0.21,0.21,22,1,0.21,14.4,0.0,0.15218332,42,0,0,11
0.5349,11.7,19.4,13.9,57,37,69,0,550,0,0,670,0,0.21,0.21,0.21,23,1,0.21,15.6,0.0,0.12713917,38,0,0,11
0.396,10.6,20.0,13.3,69,38,97,0,558,0,0,634,0,0.21,0.21,0.21,24,1,0.21,13.9,0.0,0.113410674,60,0,0,11
0.39161667,10.6,20.6,13.3,69,38,57,17,544,0,8,625,0,0.21,0.21,0.21,1,2,0.21,13.3,0.0,0.108473144,39,0,0,11
0.39028335,13.3,20.0,11.7,57,39,64,113,476,0,239,626,0,0.21,0.21,0.21,2,2,0.21,13.3,0.0,0.10649315,57,0,0,11
0.43058333,17.2,19.4,11.1,40,40,66,285,328,0,483,516,0,0.21,0.21,0.21,3,2,0.21,11.7,0.0,0.106999494,66,0,0,11
0.42723334,18.3,18.3,11.7,34,43,59,443,159,0,610,322,0,0.21,0.5,0.21,4,2,0.21,12.2,0.0,0.11258764,69,0,0,11
0.4248,19.4,17.2,11.1,37,56,64,550,33,0,670,35,0,0.21,0.5,0.21,5,2,0.21,11.7,0.0,0.12943466,57,0,0,11
0.7100833,20.0,16.7,10.6,38,67,64,558,0,0,634,0,0,0.21,0.5,0.21,6,2,0.21,10.6,0.0,0.1528631,69,0,0,11
0.96133333,20.6,16.7,11.7,38,73,57,544,0,18,625,0,13,0.21,0.5,0.21,7,2,0.21,10.6,22.408333,0.16389127,69,17,8,11
0.37915,20.0,16.1,13.3,39,63,49,476,0,58,626,0,33,0.21,0.5,0.21,8,2,0.21,13.3,90.941666,0.16408238,57,113,239,11
0.32923332,19.4,16.1,15.0,40,56,46,328,0,208,516,0,57,0.21,0.21,0.21,9,2,0.21,17.2,246.275,0.16584109,40,285,483,11
0.3309,18.3,15.0,17.2,43,67,50,159,0,337,322,0,273,0.5,0.21,0.21,10,2,0.21,18.3,327.73334,0.16058753,34,443,610,11
0.33278334,17.2,13.9,18.3,56,69,54,33,0,502,35,0,470,0.5,0.21,0.21,11,2,0.21,19.4,428.675,0.15566991,37,550,670,11
0.29615,16.7,13.3,19.4,67,97,44,0,0,362,0,0,119,0.5,0.21,0.21,12,2,0.21,20.0,476.7625,0.15539432,38,558,634,11
0.28548333,16.7,13.3,18.3,73,57,54,0,0,340,0,0,192,0.5,0.21,0.21,13,2,0.21,20.6,310.95416,0.14922242,38,544,625,11
0.28498334,16.1,11.7,18.9,63,64,65,0,0,450,0,0,607,0.5,0.21,0.21,14,2,0.21,20.0,228.6625,0.14886704,39,476,626,11
0.29885,16.1,11.1,18.3,56,66,68,0,0,322,0,0,465,0.21,0.21,0.21,15,2,0.21,19.4,66.8375,0.16371834,40,328,516,11
0.58905,15.0,11.7,16.7,67,59,75,0,0,169,0,0,389,0.21,0.21,0.5,16,2,0.5,18.3,4.883333,0.16732462,43,159,322,11
0.64055,13.9,11.1,15.6,69,64,81,0,0,30,0,0,38,0.21,0.21,0.5,17,2,0.5,17.2,0.0,0.17345622,56,33,35,11
1.4074667,13.3,10.6,15.6,97,64,78,0,0,0,0,0,0,0.21,0.21,0.5,18,2,0.5,16.7,0.0,0.17375967,67,0,0,11
1.2207667,13.3,11.7,15.6,57,57,87,0,18,0,0,13,0,0.21,0.21,0.5,19,2,0.5,16.7,0.0,0.1713317,73,0,0,11
1.3565333,11.7,13.3,15.6,64,49,84,0,58,0,0,33,0,0.21,0.21,0.5,20,2,0.5,16.1,0.0,0.16353685,63,0,0,11
1.26655,11.1,15.0,15.6,66,46,84,0,208,0,0,57,0,0.21,0.21,0.21,21,2,0.21,16.1,0.0,0.14710933,56,0,0,11
0.82123333,11.7,17.2,15.6,59,50,84,0,337,0,0,273,0,0.21,0.21,0.21,22,2,0.21,15.0,0.0,0.12595958,67,0,0,11
2.1252832,11.1,18.3,14.4,64,54,93,0,502,0,0,470,0,0.21,0.21,0.21,23,2,0.21,13.9,0.0,0.11336256,69,0,0,11
0.4329,10.6,19.4,13.3,64,44,83,0,362,0,0,119,0,0.21,0.21,0.21,24,2,0.21,13.3,0.0,0.10767929,97,0,0,11
0.43111667,11.7,18.3,13.3,57,54,97,18,340,0,13,192,0,0.21,0.21,0.21,1,3,0.21,13.3,0.0,0.10668506,57,0,0,11
0.43078333,13.3,18.9,13.3,49,65,93,58,450,0,33,607,0,0.21,0.21,0.21,2,3,0.21,11.7,0.0,0.111931734,64,0,0,11
0.43451667,15.0,18.3,13.3,46,68,93,208,322,0,57,465,0,0.21,0.21,0.21,3,3,0.21,11.1,0.0,0.105613105,66,0,0,11
0.43195,17.2,16.7,12.8,50,75,93,337,169,0,273,389,0,0.21,0.5,0.21,4,3,0.21,11.7,0.0,0.10484975,59,0,0,11
0.43083334,18.3,15.6,12.8,54,81,90,502,30,0,470,38,0,0.21,0.5,0.21,5,3,0.21,11.1,0.0,0.10978797,64,0,0,11
0.77855,19.4,15.6,12.8,44,78,87,362,0,0,119,0,0,0.21,0.5,0.21,6,3,0.21,10.6,0.0,0.12303751,64,0,0,11
0.8911667,18.3,15.6,12.8,54,87,87,340,0,17,192,0,1,0.21,0.5,0.21,7,3,0.21,11.7,25.65,0.13798775,57,18,13,11
0.7299,18.9,15.6,14.4,65,84,78,450,0,86,607,0,15,0.21,0.5,0.21,8,3,0.21,13.3,104.13333,0.14332272,49,58,33,11
0.53676665,18.3,15.6,15.0,68,84,75,322,0,137,465,0,99,0.21,0.21,0.21,9,3,0.21,15.0,260.625,0.14494805,46,208,57,11
0.38791665,16.7,15.6,15.6,75,84,75,169,0,190,389,0,8,0.5,0.21,0.21,10,3,0.21,17.2,288.58334,0.14487997,50,337,273,11
0.33733332,15.6,14.4,16.7,81,93,67,30,0,251,38,0,14,0.5,0.21,0.21,11,3,0.21,18.3,389.025,0.14420716,54,502,470,11
0.33311668,15.6,13.3,16.7,78,83,63,0,0,237,0,0,7,0.5,0.21,0.21,12,3,0.21,19.4,380.425,0.1441872,44,362,119,11
0.33025,15.6,13.3,17.2,87,97,68,0,0,269,0,0,3,0.5,0.21,0.21,13,3,0.21,18.3,343.65833,0.14398998,54,340,192,11
0.35341668,15.6,13.3,17.2,84,93,63,0,0,131,0,0,1,0.5,0.21,0.21,14,3,0.21,18.9,379.44583,0.14299297,65,450,607,11
0.46013334,15.6,13.3,16.7,84,93,60,0,0,79,0,0,2,0.21,0.21,0.21,15,3,0.21,18.3,220.39166,0.14198181,68,322,465,11
0.6799667,15.6,12.8,16.7,84,93,58,0,0,45,0,0,1,0.21,0.21,0.5,16,3,0.5,16.7,26.758333,0.15175088,75,169,389,11
0.76031667,14.4,12.8,16.1,93,90,58,0,0,14,0,0,0,0.21,0.21,0.5,17,3,0.5,15.6,0.0,0.15712062,81,30,38,11
1.1979,13.3,12.8,14.4,83,87,70,0,0,0,0,0,0,0.21,0.21,0.5,18,3,0.5,15.6,0.0,0.16036467,78,0,0,11
0.9500667,13.3,12.8,15.0,97,87,70,0,17,0,0,1,0,0.21,0.21,0.5,19,3,0.5,15.6,0.0,0.15044819,87,0,0,11
1.1899,13.3,14.4,15.0,93,78,70,0,86,0,0,15,0,0.21,0.21,0.5,20,3,0.5,15.6,0.0,0.14862463,84,0,0,11
1.2983834,13.3,15.0,15.0,93,75,72,0,137,0,0,99,0,0.21,0.21,0.21,21,3,0.21,15.6,0.0,0.13312587,84,0,0,11
0.9638,12.8,15.6,15.0,93,75,78,0,190,0,0,8,0,0.21,0.21,0.21,22,3,0.21,15.6,0.0,0.11658609,84,0,0,11
0.68631667,12.8,16.7,14.4,90,67,78,0,251,0,0,14,0,0.21,0.21,0.21,23,3,0.21,14.4,0.0,0.10737844,93,0,0,11
0.41781667,12.8,16.7,17.8,87,63,45,0,237,0,0,7,0,0.21,0.21,0.21,24,3,0.21,13.3,0.0,0.10438262,83,0,0,11
0.41448334,12.8,17.2,13.9,87,68,81,17,269,0,1,3,0,0.21,0.21,0.21,1,4,0.21,13.3,0.0,0.10151111,97,0,0,11
0.41215,14.4,17.2,13.9,78,63,81,86,131,0,15,1,0,0.21,0.21,0.21,2,4,0.21,13.3,0.0,0.09897874,93,0,0,11
0.40915,15.0,16.7,13.3,75,60,83,137,79,0,99,2,0,0.21,0.21,0.21,3,4,0.21,13.3,0.0,0.10127431,93,0,0,11
0.40991667,15.6,16.7,12.8,75,58,87,190,45,0,8,1,0,0.21,0.5,0.21,4,4,0.21,12.8,0.0,0.10155382,93,0,0,11
0.4091,16.7,16.1,13.3,67,58,83,251,14,0,14,0,0,0.21,0.5,0.21,5,4,0.21,12.8,0.0,0.11418187,90,0,0,11
0.53153336,16.7,14.4,13.3,63,70,83,237,0,0,7,0,0,0.21,0.5,0.21,6,4,0.21,12.8,0.0,0.13507274,87,0,0,11
0.80473334,17.2,15.0,12.8,68,70,87,269,0,15,3,0,10,0.21,0.5,0.21,7,4,0.21,12.8,20.7625,0.15498082,87,17,1,11
0.47408333,17.2,15.0,14.4,63,70,81,131,0,110,1,0,279,0.21,0.5,0.21,8,4,0.21,14.4,83.979164,0.1602753,78,86,15,11
0.33466667,16.7,15.0,17.8,60,72,63,79,0,280,2,0,525,0.21,0.21,0.21,9,4,0.21,15.0,243.82916,0.15925811,75,137,99,11
0.33885,16.7,15.0,20.0,58,78,57,45,0,435,1,0,648,0.5,0.21,0.21,10,4,0.21,15.6,385.14584,0.15601219,75,190,8,11
0.34725,16.1,14.4,21.7,58,78,43,14,0,545,0,0,715,0.5,0.21,0.21,11,4,0.21,16.7,479.98334,0.15123908,67,251,14,11
0.34016666,14.4,17.8,23.3,70,45,37,0,0,586,0,0,731,0.5,0.21,0.21,12,4,0.21,16.7,523.01666,0.14493258,63,237,7,11
0.3338,15.0,13.9,24.4,70,81,31,0,0,566,0,0,726,0.5,0.21,0.21,13,4,0.21,17.2,511.58334,0.14913133,68,269,3,11
0.3329,15.0,13.9,24.4,70,81,30,0,0,479,0,0,683,0.5,0.21,0.21,14,4,0.21,17.2,438.85,0.14965776,63,131,1,11
0.33063334,15.0,13.3,25.0,72,83,30,0,0,333,0,0,579,0.21,0.21,0.21,15,4,0.21,16.7,293.45834,0.15020232,60,79,2,11
0.35848334,15.0,12.8,21.1,78,87,49,0,0,160,0,0,375,0.21,0.21,0.5,16,4,0.5,16.7,48.916668,0.16039133,58,45,1,11
0.71311665,14.4,13.3,18.9,78,83,57,0,0,27,0,0,44,0.21,0.21,0.5,17,4,0.5,16.1,0.0,0.17104816,58,14,0,11
0.64703333,17.8,13.3,17.8,45,83,68,0,0,0,0,0,0,0.21,0.21,0.5,18,4,0.5,14.4,0.0,0.16869198,70,0,0,11
0.7381833,13.9,12.8,17.2,81,87,75,0,15,0,0,10,0,0.21,0.21,0.5,19,4,0.5,15.0,0.0,0.1619391,70,0,0,11
0.8136333,13.9,14.4,17.8,81,81,75,0,110,0,0,279,0,0.21,0.21,0.5,20,4,0.5,15.0,0.0,0.1525222,70,0,0,11
0.8871167,13.3,17.8,17.8,83,63,58,0,280,0,0,525,0,0.21,0.21,0.21,21,4,0.21,15.0,0.0,0.14166802,72,0,0,11
0.8107833,12.8,20.0,18.3,87,57,50,0,435,0,0,648,0,0.21,0.21,0.21,22,4,0.21,15.0,0.0,0.12733401,78,0,0,11
1.9445167,13.3,21.7,18.9,83,43,42,0,545,0,0,715,0,0.21,0.21,0.21,23,4,0.21,14.4,0.0,0.11326044,78,0,0,11
1.2211833,13.3,23.3,18.3,83,37,29,0,586,0,0,731,0,0.21,0.21,0.21,24,4,0.21,17.8,0.0,0.091678984,45,0,0,11
0.83531666,12.8,24.4,17.8,87,31,34,15,566,0,10,726,0,0.21,0.21,0.21,1,5,0.21,13.9,0.0,0.08974148,81,0,0,11
0.41571668,14.4,24.4,16.1,81,30,46,110,479,0,279,683,0,0.21,0.21,0.21,2,5,0.21,13.9,0.0,0.08822911,81,0,0,11
0.41346666,17.8,25.0,16.7,63,30,38,280,333,0,525,579,0,0.21,0.21,0.21,3,5,0.21,13.3,0.0,0.08895472,83,0,0,11
0.41453335,20.0,21.1,15.0,57,49,41,435,160,0,648,375,0,0.21,0.5,0.21,4,5,0.21,12.8,0.0,0.09103109,87,0,0,11
0.41565,21.7,18.9,15.0,43,57,42,545,27,0,715,44,0,0.21,0.5,0.21,5,5,0.21,13.3,0.0,0.095405996,83,0,0,11
0.6246833,23.3,17.8,15.0,37,68,42,586,0,0,731,0,0,0.21,0.5,0.21,6,5,0.21,13.3,0.0,0.10662555,83,0,0,11
0.95951664,24.4,17.2,16.7,31,75,35,566,0,14,726,0,12,0.21,0.5,0.21,7,5,0.21,12.8,15.316667,0.115083344,87,15,10,11
0.3772,24.4,17.8,18.9,30,75,31,479,0,106,683,0,200,0.21,0.5,0.21,8,5,0.21,14.4,79.07083,0.12203279,81,110,279,11
0.33461666,25.0,17.8,20.6,30,58,25,333,0,268,579,0,471,0.21,0.21,0.21,9,5,0.21,17.8,238.375,0.12962826,63,280,525,11
0.33928335,21.1,18.3,22.2,49,50,23,160,0,412,375,0,513,0.5,0.21,0.21,10,5,0.21,20.0,377.88333,0.13835445,57,435,648,11
0.34485,18.9,18.9,24.4,57,42,20,27,0,490,44,0,565,0.5,0.21,0.21,11,5,0.21,21.7,470.225,0.13860503,43,545,715,11
0.33583334,17.8,18.3,26.1,68,29,18,0,0,546,0,0,601,0.5,0.21,0.21,12,5,0.21,23.3,511.03333,0.14456505,37,586,731,11
0.33061665,17.2,17.8,27.8,75,34,16,0,0,537,0,0,686,0.5,0.21,0.21,13,5,0.21,24.4,489.375,0.14158396,31,566,726,11
